id,word,frequency,pos
1289,survey,62896274,92
1290,prior,62683851,96
1291,telephone,62667516,96
1292,sport,62663785,92
1293,ready,62566660,84
1294,feed,62557801,92
1295,animal,62544255,92
1296,sources,62452044,96
1297,mexico,62377151,96
1298,population,62308697,92
1299,pa,62287766,96
1300,regular,62202958,84
1301,secure,62143782,84
1302,navigation,62082477,92
1303,operations,62060498,92
1304,therefore,62012991,86
1305,ass,62012277,92
1306,simply,61892291,86
1307,evidence,61873074,92
1308,station,61836702,92
1309,christian,61830613,96
1310,round,61781016,96
1311,paypal,61719969,96
1312,favorite,61717435,96
1313,understand,61704297,100
1314,option,61694845,96
1315,master,61635402,96
1316,valley,61626696,96
1317,recently,61622542,86
1318,probably,61539280,86
1319,thu,61532852,84
1320,rentals,61502894,92
1321,sea,61502285,92
1322,built,61348302,100
1323,publications,61337417,92
1324,blood,61319870,92
1325,cut,61305614,92
1326,worldwide,61302455,86
1327,improve,61290306,100
1328,connection,61265768,92
1329,publisher,61265757,92
1330,hall,61227238,92
1331,larger,61073308,84
1332,anti,61059905,84
1333,networks,61036269,92
1334,earth,61035236,96
1335,parents,61017528,92
1336,nokia,61011470,96
1337,impact,61004175,92
1338,transfer,60975784,92
1339,introduction,60969207,92
1340,kitchen,60827708,92
1341,strong,60817800,84
1342,tel,60758332,96
1343,carolina,60747209,96
1344,wedding,60720801,92
1345,properties,60679179,96
1346,hospital,60666200,92
1347,ground,60649546,92
1348,overview,60589803,96
1349,ship,60580709,92
1350,accommodation,60540973,92
1351,owners,60436467,92
1352,disease,60316327,96
1353,tx,60294928,96
1354,excellent,60280461,92
1355,paid,60179071,100
1356,italy,60054650,96
1357,perfect,60033252,96
1358,hair,59963349,92
1359,opportunity,59957722,92
1360,kit,59901425,92
1361,classic,59870370,96
1362,basis,59809444,92
1363,command,59804374,96
1364,cities,59797675,92
1365,william,59776241,96
1366,express,59652161,96
1367,anal,59651113,96
1368,award,59622952,96
1369,distance,59541743,92
1370,tree,59513100,92
1371,peter,59507606,96
1372,assessment,59447388,92
1373,ensure,59430375,96
1374,thus,59425745,86
1375,wall,59408103,96
1376,ie,59377718,96
1377,involved,59377307,100
1378,el,59336380,96
1379,extra,59307904,96
1380,especially,59206591,86
1381,interface,59137995,92
1382,pussy,59106421,92
1383,partners,59102029,92
1384,budget,59094266,92
1385,rated,58986603,100
1386,guides,58933430,96
1387,success,58908038,96
1388,maximum,58855769,96
1389,ma,58803077,96
1390,operation,58777731,92
1391,existing,58668257,100
1392,quite,58664244,86
1393,selected,58657636,100
1394,boy,58656286,92
1395,amazon,58579604,96
1396,patients,58503804,96
1397,restaurants,58498692,100
1398,beautiful,58491725,84
1399,warning,58470987,92
1400,wine,58453720,92
1401,locations,58387028,92
1402,horse,58382492,92
1403,vote,58374976,92
1404,forward,58352743,85
1405,flowers,58338630,92
1406,stars,58249254,100
1407,significant,58222418,84
1408,lists,58189056,92
1409,technologies,58185466,92
1410,owner,58178554,92
1411,retail,58144584,84
1412,animals,58144287,92
1413,useful,58125159,84
1414,directly,58114465,86
1415,manufacturer,58112143,92
1416,ways,58094311,92
1417,est,57957650,96
1418,son,57912422,96
1419,providing,57875961,100
1420,rule,57790060,96
1421,mac,57784233,96
1422,housing,57697189,96
1423,takes,57610397,100
1424,iii,57608074,96
1425,gmt,57567413,92
1426,bring,57491372,92
1427,catalog,57481472,92
1428,searches,57462639,100
1429,max,57432704,96
1430,trying,57403313,100
1431,mother,57378298,96
1432,authority,57248600,96
1433,considered,57241749,100
1434,told,57241247,100
1435,xml,57212448,96
1436,traffic,57202778,92
1437,programme,57191675,92
1438,joined,57170155,100
1439,input,57146840,92
1440,strategy,57103658,92
1441,feet,57094711,92
1442,agent,57076312,92
1443,valid,57030009,96
1444,bin,56934903,96
1445,modern,56804611,84
1446,senior,56756180,96
1447,ireland,56677377,96
1448,sexy,56638839,96
1449,teaching,56599468,100
1450,door,56564005,96
1451,grand,56547673,84
1452,testing,56542418,92
1453,trial,56512308,92
1454,charge,56499843,92
1455,units,56492789,92
1456,instead,56471180,86
1457,canadian,56442762,84
1458,cool,56421594,84
1459,normal,56414984,84
1460,wrote,56365355,100
1461,enterprise,56284017,92
1462,ships,56282937,92
1463,entire,56253287,84
1464,educational,56201501,84
1465,md,56181783,92
1466,leading,56132270,100
1467,metal,56095954,92
1468,positive,56063953,84
1469,fl,56057597,96
1470,fitness,56038634,96
1471,chinese,56034110,84
1472,opinion,55979169,92
1473,mb,55972678,96
1474,asia,55951880,96
1475,football,55842334,96
1476,abstract,55819696,96
1477,uses,55721876,100
1478,output,55692230,92
1479,funds,55673859,92
1480,mr,55669441,96
1481,greater,55611036,84
1482,likely,55523958,86
1483,develop,55504730,100
1484,employees,55502123,92
1485,artists,55486868,100
1486,alternative,55448425,84
1487,processing,55429399,92
1488,responsibility,55360149,96
1489,resolution,55293215,96
1490,java,55276661,96
1491,guest,55199085,92
1492,seems,55189682,100
1493,publication,55180611,92
1494,pass,55157142,96
1495,relations,55147325,96
1496,trust,55145932,96
1497,van,55143498,96
1498,contains,55131463,100
1499,session,55083965,96
1500,multi,55051644,84
1501,photography,54965019,96
1502,republic,54964736,96
1503,fees,54946412,92
1504,components,54929645,100
1505,vacation,54886061,92
1506,century,54831021,92
1507,academic,54810628,84
1508,assistance,54789622,92
1509,completed,54781266,100
1510,skin,54646045,92
1511,graphics,54576595,92
1512,indian,54513834,84
1513,prev,54418499,96
1514,ads,54379896,92
1515,mary,54346724,96
1516,il,54342432,96
1517,expected,54275130,100
1518,ring,54274405,92
1519,grade,54257643,92
1520,dating,54170529,100
1521,pacific,54146984,96
1522,mountain,54140138,96
1523,organizations,54106694,92
1524,pop,54096391,100
1525,filter,54079229,92
1526,mailing,54063969,92
1527,vehicle,54062139,92
1528,longer,54000221,86
1529,consider,53876176,100
1530,int,53824933,85
1531,northern,53784382,84
1532,behind,53759851,85
1533,panel,53710784,92
1534,floor,53534781,92
1535,german,53532481,84
1536,buying,53512775,92
1537,match,53511683,92
1538,proposed,53495303,100
1539,default,53491312,92
1540,require,53464587,100
1541,iraq,53462150,96
1542,boys,53447410,92
1543,outdoor,53444032,100
1544,deep,53406486,84
1545,morning,53352976,92
1546,otherwise,53312008,86
1547,allows,53253798,100
1548,rest,53247607,92
1549,protein,53189294,92
1550,plant,53171478,92
1551,reported,53122840,100
1552,hit,53083729,100
1553,transportation,53046994,92
1554,mm,53025248,96
1555,pool,53007762,92
1556,mini,52979810,92
1557,politics,52917604,92
1558,partner,52891750,92
1559,disclaimer,52877471,92
1560,authors,52815755,92
1561,boards,52799552,100
1562,faculty,52756224,92
1563,parties,52738089,92
1564,fish,52716319,100
1565,membership,52688696,92
1566,mission,52681344,92
1567,eye,52629633,92
1568,string,52557860,92
1569,sense,52556205,92
1570,modified,52546300,100
1571,pack,52518330,92
1572,released,52515245,100
1573,stage,52507183,92
1574,internal,52496488,84
1575,goods,52452012,92
1576,recommended,52436419,100
1577,born,52423381,100
1578,unless,52396856,98
1579,richard,52320953,96
1580,detailed,52297214,84
1581,japanese,52215969,84
1582,race,52214134,92
1583,approved,52199865,100
1584,background,52183597,92
1585,target,52028227,92
1586,except,52008297,98
1587,character,52006621,92
1588,usb,52004289,92
1589,maintenance,51895609,92
1590,ability,51816428,92
1591,maybe,51788932,86
1592,functions,51765877,92
1593,ed,51697361,96
1594,moving,51696304,100
1595,brands,51652407,92
1596,places,51621090,92
1597,php,51590807,100
1598,pretty,51577196,84
1599,trademarks,51553238,92
1600,phentermine,51536707,100
1601,spain,51531914,96
1602,southern,51525815,96
1603,yourself,51483174,96
1604,etc,51454053,101
1605,winter,51449559,92
1606,rape,51426255,92
1607,battery,51407261,92
1608,youth,51387515,92
1609,pressure,51387258,92
1610,submitted,51357793,100
1611,boston,51349877,96
1612,incest,51331999,92
1613,debt,51330557,92
1614,keywords,51304347,100
1615,medium,51282170,84
1616,television,51244541,92
1617,interested,51242970,84
1618,core,51223290,92
1619,break,51160616,92
1620,purposes,51156220,92
1621,throughout,51147967,85
1622,sets,51130555,92
1623,dance,51090757,100
1624,wood,51076716,92
1625,msn,51033173,96
1626,itself,51024682,95
1627,defined,51019438,100
1628,papers,50973666,92
1629,playing,50931988,100
1630,awards,50913495,92
1631,fee,50887864,92
1632,studio,50843671,92
1633,reader,50819909,92
1634,virtual,50818165,84
1635,device,50800782,92
1636,established,50767076,100
1637,answers,50701997,92
1638,rent,50683428,100
1639,las,50669807,96
1640,remote,50630393,84
1641,dark,50604732,84
1642,programming,50551171,92
1643,external,50474760,84
1644,apple,50409715,92
1645,le,50405472,96
1646,regarding,50389892,100
1647,instructions,50347350,92
1648,min,50276653,85
1649,offered,50141455,100
1650,theory,50036200,92
1651,enjoy,50022454,100
1652,remove,50022259,100
1653,aid,50001652,92
1654,surface,49969150,92
1655,minimum,49918570,84
1656,visual,49844591,84
1657,host,49832283,92
1658,variety,49747608,92
1659,teachers,49699093,92
1660,isbn,49698346,96
1661,martin,49694725,96
1662,manual,49574004,96
1663,block,49551303,92
1664,subjects,49547349,92
1665,agents,49513286,92
1666,increased,49510931,100
1667,repair,49495349,96
1668,fair,49452604,84
1669,civil,49391366,84
1670,steel,49272598,92
1671,understanding,49215402,92
1672,songs,49156828,92
1673,fixed,49148844,100
1674,wrong,49087727,84
1675,beginning,49020998,92
1676,hands,48999091,92
1677,associates,48985772,92
1678,finally,48858672,86
1679,az,48850257,96
1680,updates,48836974,100
1681,desktop,48831449,96
1682,classes,48812305,96
1683,paris,48807490,96
1684,ohio,48746882,96
1685,gets,48726947,100
1686,sector,48668931,92
1687,capacity,48658750,92
1688,requires,48651550,100
1689,jersey,48646296,96
1690,un,48616832,96
1691,fat,48580528,96
1692,fully,48562078,86
1693,father,48544776,96
1694,electric,48492757,96
1695,saw,48490497,100
1696,instruments,48483165,92
1697,quotes,48463463,100
1698,officer,48419913,92
1699,driver,48384167,92
1700,businesses,48329678,92
1701,dead,48325930,84
1702,respect,48284665,92
1703,unknown,48255033,92
1704,specified,48202721,100
1705,restaurant,48175593,92
1706,mike,48137341,96
1707,trip,48075237,96
1708,pst,48073394,96
1709,worth,48063184,96
1710,mi,48053008,96
1711,procedures,48002944,92
1712,poor,47989278,84
1713,teacher,47975295,92
1714,xxx,47959756,96
1715,eyes,47954144,92
1716,relationship,47934860,100
1717,workers,47911964,96
1718,farm,47898290,96
1719,fucking,47856201,96
1720,georgia,47847595,96
1721,peace,47827531,96
1722,traditional,47775300,84
1723,campus,47745287,92
1724,tom,47737474,96
1725,showing,47716394,100
1726,creative,47703520,84
1727,coast,47674782,96
1728,benefit,47661725,92
1729,progress,47613452,92
1730,funding,47612536,92
1731,devices,47609624,96
1732,lord,47588521,96
1733,grant,47500911,96
1734,sub,47449450,96
1735,agree,47426506,96
1736,fiction,47402973,92
1737,hear,47364531,100
1738,sometimes,47344388,86
1739,watches,47315243,100
1740,careers,47278206,92
1741,beyond,47251104,85
1742,goes,47211631,100
1743,families,47195123,92
1744,led,47176048,100
1745,museum,47045446,92
1746,themselves,47041301,95
1747,fan,46983244,92
1748,transport,46978262,92
1749,interesting,46946408,84
1750,blogs,46929581,92
1751,wife,46922000,92
1752,evaluation,46917563,92
1753,accepted,46914652,100
1754,former,46907473,84
1755,implementation,46901429,92
1756,ten,46897368,96
1757,hits,46865979,96
1758,zone,46857152,96
1759,complex,46839855,96
1760,th,46800115,96
1761,cat,46748380,96
1762,galleries,46745446,92
1763,references,46729648,92
1764,die,46728329,100
1765,presented,46688059,100
1766,jack,46684251,92
1767,flat,46610382,84
1768,flow,46607011,92
1769,agencies,46528775,92
1770,literature,46516265,100
1771,respective,46482449,84
1772,parent,46437105,92
1773,spanish,46367780,96
1774,michigan,46347305,96
1775,columbia,46346026,96
1776,setting,46307526,100
1777,dr,46292709,96
1778,scale,46236766,96
1779,stand,46234721,92
1780,economy,46208737,92
1781,highest,46198876,86
1782,helpful,46136062,84
1783,monthly,46079991,84
1784,critical,46057216,84
1785,frame,46017042,92
1786,musical,46013973,84
1787,definition,45983826,92
1788,secretary,45918427,96
1789,angeles,45905830,96
1790,networking,45733685,96
1791,path,45719822,96
1792,australian,45699591,84
1793,employee,45649146,92
1794,chief,45638167,92
1795,gives,45598411,100
1796,kb,45575150,96
1797,bottom,45541515,84
1798,magazines,45494334,92
1799,packages,45480506,100
1800,detail,45454173,96
1801,francisco,45453557,96
1802,laws,45445524,92
1803,changed,45436523,100
1804,pet,45434902,96
1805,heard,45432300,100
1806,begin,45410185,100
1807,individuals,45407189,92
1808,colorado,45381752,100
1809,royal,45332755,84
1810,clean,45322858,84
1811,switch,45314848,92
1812,russian,45314350,84
1813,largest,45286019,84
1814,african,45271886,84
1815,guy,45242119,92
1816,titles,45207269,92
1817,relevant,45145293,84
1818,guidelines,45133501,96
1819,justice,45080741,96
1820,connect,45047619,96
1821,bible,45032014,96
1822,dev,45023597,96
1823,cup,44960208,96
1824,basket,44953365,96
1825,applied,44946800,100
1826,weekly,44936390,84
1827,vol,44905064,92
1828,installation,44858110,92
1829,described,44854981,100
1830,demand,44829675,92
1831,pp,44810653,96
1832,suite,44784650,96
1833,vegas,44784448,96
1834,na,44754518,96
1835,square,44752502,96
1836,chris,44738913,96
1837,attention,44681366,92
1838,advance,44674077,96
1839,skip,44670729,96
1840,diet,44619724,96
1841,army,44569745,96
1842,auction,44561701,92
1843,gear,44556124,96
1844,lee,44546845,96
1845,os,44526131,96
1846,difference,44467948,92
1847,allowed,44466066,100
1848,correct,44429644,84
1849,charles,44375770,96
1850,nation,44361090,92
1851,selling,44298807,100
1852,lots,44295187,92
1853,piece,44244364,100
1854,sheet,44224906,92
1855,firm,44222089,92
1856,seven,44214414,93
1857,older,44201358,84
1858,illinois,44180185,96
1859,regulations,44159268,96
1860,elements,44137441,96
1861,species,44128080,96
1862,jump,44127294,92
1863,cells,44118980,92
1864,module,44049643,96
1865,resort,44038489,96
1866,facility,44026683,92
1867,random,43997497,84
1868,pricing,43972925,92
1869,dvds,43931892,96
1870,certificate,43927084,96
1871,minister,43897035,96
1872,motion,43883676,96
1873,looks,43874498,100
1874,fashion,43872888,92
1875,directions,43872031,92
1876,visitors,43848202,92
1877,documentation,43706094,92
1878,monitor,43667070,92
1879,trading,43661633,100
1880,forest,43634263,92
1881,calls,43621558,92
1882,whose,43578199,90
1883,coverage,43506778,92
1884,couple,43461638,92
1885,giving,43425570,100
1886,chance,43399906,92
1887,vision,43310674,92
1888,ball,43278784,92
1889,ending,43258456,100
1890,clients,43252527,92
